Version,Version Code,Release Date,Notes,Link
2.694.977.0,Unknown,03/10/2025,Last version ever released.,https://mega.nz/file/kZUlGDyB#R6pjZG0v6-ZbbChSKx_l777MEOV8UJc0p4SIZj-FDzs
