Version,Version Code,Release Date,Notes,Link
2.694.977.0,Unknown,03/10/2025,First released version.,https://mega.nz/file/wN9RTQxa#bRFg2uwh_q_mECRSBWsz09gPqQMKaJRJXuApkTzp5-w
